ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-05087,2025-02-16 00:44:03.717885894,Bug Report,Medium,Phone,Tier 3,T3-Agent-02,Resolved,Resolved,9.02,50.14,207.67,50.14,48,True,1.0
TKT-05088,2025-02-16 00:57:05.676933846,Billing,Critical,Web Form,Tier 1,T1-Agent-03,Resolved,Resolved,8.66,8.98,13.3,8.98,8,True,4.45
TKT-05089,2025-02-16 01:10:07.635981799,Feature Request,Low,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,1.49,20.49,82.77,20.49,72,True,3.05
TKT-05090,2025-02-16 01:23:09.595029751,Account & Access,Medium,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,1.91,9.75,16.75,9.75,48,False,3.77
TKT-05091,2025-02-16 01:36:11.554077703,Billing,Medium,Email,Tier 1,T1-Agent-13,Resolved,Resolved,2.9,0.86,7.41,0.86,48,False,3.88
TKT-05092,2025-02-16 01:49:13.513125656,Bug Report,Low,Phone,Tier 3,T3-Agent-03,Waiting for Agent,Open,1.34,9.3,21.68,28.97,72,False,3.68
TKT-05093,2025-02-16 02:02:15.472173608,Account & Access,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,0.71,0.77,13.9,0.77,48,False,4.25
TKT-05094,2025-02-16 02:15:17.431221561,Account & Access,Low,Web Form,Tier 1,T1-Agent-13,Triage,Open,2.0,3.02,7.3,5.38,72,False,4.11
TKT-05095,2025-02-16 02:28:19.390269513,Security,High,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,9.66,6.38,105.66,6.38,24,True,2.11
TKT-05096,2025-02-16 02:41:21.349317465,Product Question,High,Email,Tier 1,T1-Agent-09,Resolved,Resolved,5.89,5.5,19.43,5.5,24,False,4.09
TKT-05097,2025-02-16 02:54:23.308365418,Integration/API,High,Email,Tier 2,T2-Agent-01,Resolved,Resolved,1.65,46.26,97.54,46.26,24,True,1.84
TKT-05098,2025-02-16 03:07:25.267413370,Product Question,Medium,Email,Tier 1,T1-Agent-14,Resolved,Resolved,3.74,0.66,3.92,0.66,48,False,4.89
TKT-05099,2025-02-16 03:20:27.226461323,Bug Report,High,Chat,Tier 3,T3-Agent-04,Waiting for Agent,Open,4.38,29.06,42.43,52.16,24,True,3.29
TKT-05100,2025-02-16 03:33:29.185509275,Feature Request,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,2.34,54.31,136.82,54.31,24,True,1.4
TKT-05101,2025-02-16 03:46:31.144557227,Product Question,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,2.29,3.97,27.04,3.97,48,False,4.24
TKT-05102,2025-02-16 03:59:33.103605180,Account & Access,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,1.31,0.58,6.27,0.58,48,False,4.73
TKT-05103,2025-02-16 04:12:35.062653132,Technical Issue,Medium,Email,Tier 2,T2-Agent-03,Resolved,Resolved,13.98,34.82,52.36,34.82,48,True,2.97
TKT-05104,2025-02-16 04:25:37.021701085,Product Question,Low,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,1.49,2.53,11.0,2.53,72,False,4.48
TKT-05105,2025-02-16 04:38:38.980749037,Bug Report,High,Email,Tier 3,T3-Agent-02,Resolved,Resolved,2.35,39.39,82.9,39.39,24,True,1.9
TKT-05106,2025-02-16 04:51:40.939796989,Billing,Medium,Email,Tier 1,T1-Agent-14,Resolved,Resolved,0.78,0.89,7.87,0.89,48,False,3.74
TKT-05107,2025-02-16 05:04:42.898844942,Technical Issue,High,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,1.71,24.35,71.35,24.35,24,True,2.82
TKT-05108,2025-02-16 05:17:44.857892894,Account & Access,Critical,Email,Tier 1,T1-Agent-06,Resolved,Resolved,3.32,15.99,23.1,15.99,8,True,3.58
TKT-05109,2025-02-16 05:30:46.816940847,Billing,Medium,Chat,Tier 1,T1-Agent-10,Resolved,Resolved,0.67,2.52,17.82,2.52,48,False,4.92
TKT-05110,2025-02-16 05:43:48.775988799,Bug Report,High,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,3.24,64.12,88.54,64.12,24,True,2.53
TKT-05111,2025-02-16 05:56:50.735036751,Technical Issue,High,Phone,Tier 2,T2-Agent-04,Resolved,Resolved,10.28,28.75,119.93,28.75,24,True,2.14
TKT-05112,2025-02-16 06:09:52.694084704,Product Question,Medium,Email,Tier 1,T1-Agent-01,Resolved,Resolved,2.49,5.39,13.42,5.39,48,False,4.28
TKT-05113,2025-02-16 06:22:54.653132656,Bug Report,High,Email,Tier 3,T3-Agent-06,Resolved,Resolved,4.06,73.16,172.23,73.16,24,True,1.0
TKT-05114,2025-02-16 06:35:56.612180609,Feature Request,Medium,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,2.28,44.87,110.12,44.87,48,True,3.03
TKT-05115,2025-02-16 06:48:58.571228561,Technical Issue,Medium,Email,Tier 2,T2-Agent-02,Resolved,Resolved,5.1,8.11,20.85,8.11,48,False,4.26
TKT-05116,2025-02-16 07:02:00.530276513,Feature Request,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,6.13,11.26,25.05,11.26,48,False,4.77
TKT-05117,2025-02-16 07:15:02.489324466,Product Question,Medium,Web Form,Tier 1,T1-Agent-11,Resolved,Resolved,4.66,4.07,9.66,4.07,48,False,5.0
TKT-05118,2025-02-16 07:28:04.448372418,Bug Report,High,Email,Tier 3,T3-Agent-03,Resolved,Resolved,9.99,54.15,124.64,54.15,24,True,1.83
TKT-05119,2025-02-16 07:41:06.407420371,Technical Issue,Medium,Phone,Tier 2,T2-Agent-02,Resolved,Resolved,12.64,44.45,135.15,44.45,48,True,2.24
TKT-05120,2025-02-16 07:54:08.366468323,Billing,Low,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,1.83,1.82,4.03,1.82,72,False,4.43
TKT-05121,2025-02-16 08:07:10.325516275,Product Question,Low,Web Form,Tier 1,T1-Agent-13,Resolved,Resolved,0.95,3.81,5.13,3.81,72,False,5.0
TKT-05122,2025-02-16 08:20:12.284564228,Account & Access,High,Phone,Tier 1,T1-Agent-10,Resolved,Resolved,2.14,2.08,9.91,2.08,24,False,4.74
TKT-05123,2025-02-16 08:33:14.243612180,Billing,High,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,4.02,4.14,12.86,4.14,24,False,4.45
TKT-05124,2025-02-16 08:46:16.202660133,Product Question,High,Email,Tier 1,T1-Agent-09,Resolved,Resolved,2.69,1.36,9.4,1.36,24,False,4.5
TKT-05125,2025-02-16 08:59:18.161708085,Product Question,High,Chat,Tier 1,T1-Agent-10,Resolved,Resolved,3.65,1.76,9.91,1.76,24,False,5.0
TKT-05126,2025-02-16 09:12:20.120756037,Technical Issue,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,6.52,31.66,56.53,31.66,48,True,2.92
TKT-05127,2025-02-16 09:25:22.079803990,Billing,Low,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,1.06,2.86,4.46,2.86,72,False,5.0
TKT-05128,2025-02-16 09:38:24.038851942,Technical Issue,High,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,7.79,7.51,67.2,7.51,24,True,3.0
TKT-05129,2025-02-16 09:51:25.997899895,Feature Request,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,2.43,29.59,80.36,29.59,48,True,1.86
TKT-05130,2025-02-16 10:04:27.956947847,Security,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,6.63,1.25,21.56,1.25,24,False,3.42
TKT-05131,2025-02-16 10:17:29.915995799,Account & Access,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,2.16,1.7,8.33,1.7,48,False,4.38
TKT-05132,2025-02-16 10:30:31.875043752,Technical Issue,Critical,Email,Tier 2,T2-Agent-09,Resolved,Resolved,17.12,76.31,259.79,76.31,8,True,1.0
TKT-05133,2025-02-16 10:43:33.834091704,Technical Issue,Medium,Chat,Tier 2,T2-Agent-02,Resolved,Resolved,15.76,8.74,58.77,8.74,48,True,2.5
TKT-05134,2025-02-16 10:56:35.793139657,Billing,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,1.89,8.85,10.28,8.85,48,False,4.58
TKT-05135,2025-02-16 11:09:37.752187609,Feature Request,High,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,7.57,23.42,33.4,23.42,24,True,3.5
TKT-05136,2025-02-16 11:22:39.711235561,Billing,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,2.56,7.87,27.93,7.87,48,False,4.74
TKT-05137,2025-02-16 11:35:41.670283514,Technical Issue,High,Web Form,Tier 2,T2-Agent-03,Resolved,Resolved,22.22,37.22,100.85,37.22,24,True,2.3
TKT-05138,2025-02-16 11:48:43.629331466,Technical Issue,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,24.34,12.01,42.97,12.01,24,True,3.49
TKT-05139,2025-02-16 12:01:45.588379419,Technical Issue,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,17.2,36.34,127.44,36.34,24,True,1.71
TKT-05140,2025-02-16 12:14:47.547427371,Bug Report,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,3.22,49.1,104.76,49.1,8,True,1.89
TKT-05141,2025-02-16 12:27:49.506475323,Product Question,Medium,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,2.11,3.31,4.68,3.31,48,False,4.86
TKT-05142,2025-02-16 12:40:51.465523276,Product Question,Medium,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,4.93,1.3,6.35,1.3,48,False,5.0
TKT-05143,2025-02-16 12:53:53.424571228,Account & Access,High,Web Form,Tier 1,T1-Agent-03,Resolved,Resolved,11.18,7.58,18.47,7.58,24,False,4.5
TKT-05144,2025-02-16 13:06:55.383619181,Feature Request,Medium,Email,Tier 2,T2-Agent-10,Waiting for Customer,Open,17.2,67.11,74.49,114.33,48,True,2.98
TKT-05145,2025-02-16 13:19:57.342667133,Account & Access,Medium,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,1.43,7.18,14.26,7.18,48,False,4.52
TKT-05146,2025-02-16 13:32:59.301715085,Bug Report,High,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,21.32,12.15,22.77,12.15,24,False,4.1
TKT-05147,2025-02-16 13:46:01.260763038,Feature Request,Low,Web Form,Tier 2,T2-Agent-03,Escalated,In Progress,4.92,8.48,32.46,16.7,72,False,4.36
TKT-05148,2025-02-16 13:59:03.219810990,Billing,Medium,Web Form,Tier 1,T1-Agent-07,Resolved,Resolved,5.33,0.94,28.85,0.94,48,False,3.81
TKT-05149,2025-02-16 14:12:05.178858943,Feature Request,High,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,15.23,18.23,52.09,18.23,24,True,3.1
TKT-05150,2025-02-16 14:25:07.137906895,Account & Access,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,2.12,3.48,14.47,3.48,48,False,4.1
TKT-05151,2025-02-16 14:38:09.096954847,Integration/API,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,3.97,29.32,83.63,29.32,48,True,2.74
TKT-05152,2025-02-16 14:51:11.056002800,Technical Issue,Medium,Chat,Tier 2,T2-Agent-08,Waiting for Agent,In Progress,9.72,8.25,43.9,36.01,48,False,3.52
TKT-05153,2025-02-16 15:04:13.015050752,Billing,Medium,Email,Tier 1,T1-Agent-12,Resolved,Resolved,2.96,10.98,19.21,10.98,48,False,4.46
TKT-05154,2025-02-16 15:17:14.974098704,Technical Issue,Medium,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,18.84,65.92,114.16,65.92,48,True,2.02
TKT-05155,2025-02-16 15:30:16.933146657,Technical Issue,High,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,9.1,77.34,140.76,77.34,24,True,1.0
TKT-05156,2025-02-16 15:43:18.892194609,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,16.47,12.26,77.17,12.26,48,True,3.54
TKT-05157,2025-02-16 15:56:20.851242562,Account & Access,Medium,Email,Tier 1,T1-Agent-11,Resolved,Resolved,3.25,10.33,30.2,10.33,48,False,3.62
TKT-05158,2025-02-16 16:09:22.810290514,Product Question,Low,Web Form,Tier 1,T1-Agent-11,Resolved,Resolved,2.09,4.16,6.96,4.16,72,False,4.19
TKT-05159,2025-02-16 16:22:24.769338466,Billing,Low,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,0.53,11.3,17.54,11.3,72,False,4.58
TKT-05160,2025-02-16 16:35:26.728386419,Account & Access,High,Email,Tier 1,T1-Agent-05,Resolved,Resolved,5.94,2.12,6.46,2.12,24,False,4.8
TKT-05161,2025-02-16 16:48:28.687434371,Security,Critical,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,3.9,13.1,72.27,13.1,8,True,2.37
TKT-05162,2025-02-16 17:01:30.646482324,Feature Request,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,3.24,61.14,99.12,61.14,24,True,3.0
TKT-05163,2025-02-16 17:14:32.605530276,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Triage,Open,11.99,46.06,154.26,77.95,24,True,1.0
TKT-05164,2025-02-16 17:27:34.564578228,Billing,Low,Web Form,Tier 1,T1-Agent-03,Resolved,Resolved,2.03,4.53,22.11,4.53,72,False,3.72
TKT-05165,2025-02-16 17:40:36.523626181,Product Question,High,Email,Tier 1,T1-Agent-05,Escalated,In Progress,4.55,4.52,16.31,23.99,24,False,4.71
TKT-05166,2025-02-16 17:53:38.482674133,Integration/API,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,5.3,14.79,61.15,14.79,24,True,3.05
TKT-05167,2025-02-16 18:06:40.441722086,Account & Access,High,Email,Tier 1,T1-Agent-09,Resolved,Resolved,3.7,9.21,27.38,9.21,24,True,2.77
TKT-05168,2025-02-16 18:19:42.400770038,Integration/API,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,6.28,90.4,168.01,90.4,24,True,1.03
TKT-05169,2025-02-16 18:32:44.359817990,Technical Issue,Medium,Email,Tier 2,T2-Agent-04,Resolved,Resolved,5.02,81.47,147.4,81.47,48,True,1.67
TKT-05170,2025-02-16 18:45:46.318865943,Account & Access,Medium,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,2.61,4.19,26.86,4.19,48,False,4.4
TKT-05171,2025-02-16 18:58:48.277913895,Integration/API,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,22.16,42.07,72.25,42.07,48,True,2.79
TKT-05172,2025-02-16 19:11:50.236961848,Product Question,Medium,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,4.08,4.34,10.26,4.34,48,False,3.8
TKT-05173,2025-02-16 19:24:52.196009800,Bug Report,High,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,5.63,89.65,132.14,89.65,24,True,2.02
TKT-05174,2025-02-16 19:37:54.155057752,Technical Issue,Critical,Email,Tier 2,T2-Agent-05,In Progress,In Progress,2.04,11.76,80.11,33.49,8,True,1.36
TKT-05175,2025-02-16 19:50:56.114105705,Technical Issue,Low,Email,Tier 3,T3-Agent-06,Resolved,Resolved,7.43,8.71,20.09,8.71,72,False,4.42
TKT-05176,2025-02-16 20:03:58.073153657,Technical Issue,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,13.12,8.82,76.55,8.82,24,True,2.6
TKT-05177,2025-02-16 20:17:00.032201610,Technical Issue,High,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,15.56,55.04,91.39,55.04,24,True,2.85
TKT-05178,2025-02-16 20:30:01.991249562,Technical Issue,Low,Web Form,Tier 2,T2-Agent-03,Resolved,Resolved,7.65,24.68,97.02,24.68,72,True,3.09
TKT-05179,2025-02-16 20:43:03.950297514,Billing,Medium,Email,Tier 3,T3-Agent-06,Resolved,Resolved,2.53,9.6,21.46,9.6,48,False,4.93
TKT-05180,2025-02-16 20:56:05.909345467,Product Question,Medium,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,2.29,2.27,10.63,2.27,48,False,4.39
TKT-05181,2025-02-16 21:09:07.868393419,Integration/API,High,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,1.7,42.88,92.63,42.88,24,True,2.02
TKT-05182,2025-02-16 21:22:09.827441372,Account & Access,Medium,Web Form,Tier 1,T1-Agent-07,Resolved,Resolved,1.73,1.65,4.9,1.65,48,False,5.0
TKT-05183,2025-02-16 21:35:11.786489324,Technical Issue,Low,Email,Tier 2,T2-Agent-08,Resolved,Resolved,4.85,12.83,50.04,12.83,72,False,3.47
TKT-05184,2025-02-16 21:48:13.745537276,Integration/API,Medium,Email,Tier 2,T2-Agent-08,Resolved,Resolved,3.55,21.12,49.19,21.12,48,True,2.31
TKT-05185,2025-02-16 22:01:15.704585229,Technical Issue,High,Phone,Tier 2,T2-Agent-10,Resolved,Resolved,25.53,51.42,163.93,51.42,24,True,1.0
TKT-05186,2025-02-16 22:14:17.663633181,Feature Request,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,26.89,35.99,53.62,35.99,24,True,2.92
TKT-05187,2025-02-16 22:27:19.622681134,Technical Issue,Medium,Phone,Tier 2,T2-Agent-09,Resolved,Resolved,6.27,7.38,39.34,7.38,48,False,4.21
TKT-05188,2025-02-16 22:40:21.581729086,Product Question,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,0.33,2.55,9.47,2.55,48,False,4.34
TKT-05189,2025-02-16 22:53:23.540777038,Feature Request,High,Chat,Tier 3,T3-Agent-04,Resolved,Resolved,3.73,17.74,96.32,17.74,24,True,2.4
TKT-05190,2025-02-16 23:06:25.499824991,Product Question,Low,Email,Tier 1,T1-Agent-14,Resolved,Resolved,0.59,1.69,11.17,1.69,72,False,3.63
TKT-05191,2025-02-16 23:19:27.458872943,Product Question,Low,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,2.03,4.1,13.14,4.1,72,False,3.93
TKT-05192,2025-02-16 23:32:29.417920896,Integration/API,Low,Email,Tier 2,T2-Agent-10,In Progress,In Progress,4.36,9.96,25.42,21.42,72,False,4.14
TKT-05193,2025-02-16 23:45:31.376968848,Technical Issue,Medium,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,13.5,13.61,54.35,13.61,48,True,2.93
TKT-05194,2025-02-16 23:58:33.336016800,Integration/API,High,Email,Tier 2,T2-Agent-06,Resolved,Resolved,14.3,141.27,176.25,141.27,24,True,1.0
TKT-05195,2025-02-17 00:11:35.295064753,Feature Request,High,Email,Tier 2,T2-Agent-01,Resolved,Resolved,7.0,13.92,122.89,13.92,24,True,2.56
TKT-05196,2025-02-17 00:24:37.254112705,Security,High,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,5.15,0.41,44.53,0.41,24,True,3.25
TKT-05197,2025-02-17 00:37:39.213160658,Billing,Medium,Email,Tier 1,T1-Agent-03,Resolved,Resolved,4.5,1.08,7.24,1.08,48,False,3.96
TKT-05198,2025-02-17 00:50:41.172208610,Account & Access,High,Chat,Tier 1,T1-Agent-03,Resolved,Resolved,2.44,1.64,10.55,1.64,24,False,5.0
TKT-05199,2025-02-17 01:03:43.131256562,Bug Report,Medium,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,2.71,15.76,26.76,15.76,48,False,4.55
TKT-05200,2025-02-17 01:16:45.090304515,Product Question,Low,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,4.08,5.07,10.54,5.07,72,False,5.0
TKT-05201,2025-02-17 01:29:47.049352467,Account & Access,Low,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,0.16,0.57,8.28,0.57,72,False,4.79
TKT-05202,2025-02-17 01:42:49.008400420,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,1.72,70.93,82.06,70.93,24,True,2.69
TKT-05203,2025-02-17 01:55:50.967448372,Technical Issue,High,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,15.82,14.54,50.4,14.54,24,True,2.57
TKT-05204,2025-02-17 02:08:52.926496324,Billing,Medium,Email,Tier 1,T1-Agent-03,Resolved,Resolved,4.28,0.82,7.71,0.82,48,False,4.1
TKT-05205,2025-02-17 02:21:54.885544277,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,8.17,67.33,135.09,67.33,24,True,1.0
TKT-05206,2025-02-17 02:34:56.844592229,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-08,Resolved,Resolved,2.0,37.84,52.88,37.84,48,True,3.44
TKT-05207,2025-02-17 02:47:58.803640182,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,1.39,21.09,44.36,21.09,48,False,3.31
TKT-05208,2025-02-17 03:01:00.762688134,Feature Request,High,Email,Tier 2,T2-Agent-03,Resolved,Resolved,3.89,17.84,65.78,17.84,24,True,2.42
TKT-05209,2025-02-17 03:14:02.721736086,Technical Issue,Critical,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,4.01,30.38,155.03,30.38,8,True,1.0
TKT-05210,2025-02-17 03:27:04.680784039,Technical Issue,High,Web Form,Tier 2,T2-Agent-05,Resolved,Resolved,3.13,84.71,144.66,84.71,24,True,2.24
TKT-05211,2025-02-17 03:40:06.639831991,Billing,Low,Web Form,Tier 1,T1-Agent-07,Resolved,Resolved,4.25,3.59,4.3,3.59,72,False,5.0
TKT-05212,2025-02-17 03:53:08.598879944,Account & Access,Critical,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,0.33,7.26,11.57,7.26,8,True,4.56
TKT-05213,2025-02-17 04:06:10.557927896,Security,High,Email,Tier 3,T3-Agent-06,In Progress,In Progress,5.97,9.99,92.92,11.2,24,True,1.67
TKT-05214,2025-02-17 04:19:12.516975848,Feature Request,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,4.53,12.47,32.88,12.47,48,False,4.23
TKT-05215,2025-02-17 04:32:14.476023801,Billing,Low,Phone,Tier 1,T1-Agent-06,Resolved,Resolved,1.81,3.85,10.18,3.85,72,False,4.65
TKT-05216,2025-02-17 04:45:16.435071753,Billing,Low,Email,Tier 1,T1-Agent-07,Resolved,Resolved,0.71,3.49,5.32,3.49,72,False,4.75
TKT-05217,2025-02-17 04:58:18.394119706,Account & Access,Medium,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,3.85,5.54,38.57,5.54,48,False,4.5
TKT-05218,2025-02-17 05:11:20.353167658,Technical Issue,High,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,3.44,36.94,88.62,36.94,24,True,2.69
TKT-05219,2025-02-17 05:24:22.312215610,Account & Access,Medium,Web Form,Tier 1,T1-Agent-08,Resolved,Resolved,2.33,3.55,42.53,3.55,48,False,3.86
TKT-05220,2025-02-17 05:37:24.271263563,Technical Issue,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,12.8,28.8,75.2,28.8,48,True,3.22
TKT-05221,2025-02-17 05:50:26.230311515,Technical Issue,High,Email,Tier 2,T2-Agent-09,Resolved,Resolved,22.73,82.03,120.95,82.03,24,True,1.62
TKT-05222,2025-02-17 06:03:28.189359468,Product Question,Medium,Email,Tier 1,T1-Agent-08,Resolved,Resolved,3.67,1.34,11.44,1.34,48,False,4.61
TKT-05223,2025-02-17 06:16:30.148407420,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,11.71,2.46,53.68,2.46,48,True,3.26
TKT-05224,2025-02-17 06:29:32.107455372,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,2.03,4.04,64.08,4.04,48,True,2.71
TKT-05225,2025-02-17 06:42:34.066503325,Billing,High,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,1.23,1.12,14.37,1.12,24,False,5.0
TKT-05226,2025-02-17 06:55:36.025551277,Billing,Critical,Phone,Tier 1,T1-Agent-01,Resolved,Resolved,2.9,3.46,14.65,3.46,8,True,4.11
TKT-05227,2025-02-17 07:08:37.984599230,Technical Issue,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,18.29,1.99,26.44,1.99,48,False,3.64
TKT-05228,2025-02-17 07:21:39.943647182,Technical Issue,High,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,19.06,25.69,33.34,25.69,24,True,4.07
TKT-05229,2025-02-17 07:34:41.902695134,Technical Issue,High,Email,Tier 2,T2-Agent-06,Waiting for Agent,Open,1.23,59.29,143.67,64.16,24,True,2.03
TKT-05230,2025-02-17 07:47:43.861743087,Technical Issue,Low,Email,Tier 2,T2-Agent-02,Resolved,Resolved,11.35,24.34,96.1,24.34,72,True,2.56
TKT-05231,2025-02-17 08:00:45.820791039,Bug Report,Critical,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,13.57,24.3,63.54,24.3,8,True,2.69
TKT-05232,2025-02-17 08:13:47.779838992,Feature Request,Medium,Phone,Tier 2,T2-Agent-08,Resolved,Resolved,16.31,20.95,32.9,20.95,48,False,3.0
TKT-05233,2025-02-17 08:26:49.738886944,Billing,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,2.74,2.6,8.75,2.6,48,False,4.2
TKT-05234,2025-02-17 08:39:51.697934896,Billing,Medium,Email,Tier 1,T1-Agent-13,Resolved,Resolved,2.34,2.92,9.86,2.92,48,False,4.51
TKT-05235,2025-02-17 08:52:53.656982849,Integration/API,Medium,Phone,Tier 2,T2-Agent-05,Resolved,Resolved,1.85,19.71,39.21,19.71,48,False,4.18
TKT-05236,2025-02-17 09:05:55.616030801,Product Question,High,Web Form,Tier 1,T1-Agent-12,Resolved,Resolved,5.79,2.1,32.7,2.1,24,True,4.19
TKT-05237,2025-02-17 09:18:57.575078753,Technical Issue,High,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,4.41,65.99,92.28,65.99,24,True,3.36
TKT-05238,2025-02-17 09:31:59.534126706,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,7.47,119.07,174.55,119.07,48,True,1.41
TKT-05239,2025-02-17 09:45:01.493174658,Billing,Medium,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,2.25,0.7,4.28,0.7,48,False,4.78
TKT-05240,2025-02-17 09:58:03.452222611,Product Question,High,Email,Tier 1,T1-Agent-03,Resolved,Resolved,0.88,7.06,10.45,7.06,24,False,4.56
TKT-05241,2025-02-17 10:11:05.411270563,Technical Issue,High,Chat,Tier 3,T3-Agent-04,In Progress,In Progress,2.27,12.8,71.69,40.18,24,True,2.13
TKT-05242,2025-02-17 10:24:07.370318515,Account & Access,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,0.8,1.57,8.52,1.57,48,False,4.55
TKT-05243,2025-02-17 10:37:09.329366468,Account & Access,Low,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,2.6,5.06,8.37,5.06,72,False,4.4
TKT-05244,2025-02-17 10:50:11.288414420,Account & Access,Medium,Chat,Tier 1,T1-Agent-11,Resolved,Resolved,1.15,3.95,11.24,3.95,48,False,3.83
TKT-05245,2025-02-17 11:03:13.247462373,Billing,Low,Chat,Tier 1,T1-Agent-06,Resolved,Resolved,0.84,1.46,2.1,1.46,72,False,4.54
TKT-05246,2025-02-17 11:16:15.206510325,Integration/API,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,9.95,31.57,96.59,31.57,24,True,2.05
TKT-05247,2025-02-17 11:29:17.165558277,Billing,High,Chat,Tier 1,T1-Agent-14,Resolved,Resolved,3.67,4.02,5.37,4.02,24,False,5.0
TKT-05248,2025-02-17 11:42:19.124606230,Technical Issue,Critical,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,15.18,42.07,118.96,42.07,8,True,2.03
